_id,latLng,name,city,state,country,updatedAt
UhM7LkdaD2,"39.6169076,-106.480834",EagleVail Golf Club,Avon,Colorado,US,2024-02-11T05:00:00.000Z
FBJk4s3Os4,"61.2333481,-149.813861",Eagleglen,Anchorage,Alaska,US,2024-02-11T05:00:00.000Z
PAhWH6cPV4,"45.9013633,-108.406608",Eaglerock Golf Course,Billings,Montana,US,2024-02-11T05:00:00.000Z
9wTuUFHO5C,"40.21274299,-77.245418",Eagles Crossing Golf Club,Carlisle,Pennsylvania,US,2024-02-11T05:00:00.000Z
vmEQu6anHk,"33.5091873,-84.2155265",Eagles Landing Country Club,Stockbridge,Georgia,US,2024-02-11T05:00:00.000Z
GaNRsPtPgS,"40.9117813,-78.5720061",Eagles Ridge Golf Course,Curwensville,Pennsylvania,US,2024-02-11T05:00:00.000Z
KrGC4weiVI,"39.89800119,-82.0365125",Eaglesticks Golf Club,Zanesville,Ohio,US,2024-02-11T05:00:00.000Z
FFuUweSrmA,"40.83544089,-111.885772",Eaglewood Golf Course,North Salt Lake,Utah,US,2024-02-11T05:00:00.000Z
YkUunOilvs,"37.08906729,-76.3708545",Eaglewood Golf Course,Hampton,Virginia,US,2024-02-11T05:00:00.000Z
QhhSHHIYpd,"41.95821139,-88.0394417",Eaglewood Golf Course,Itasca,Illinois,US,2024-02-11T05:00:00.000Z
VpAJGLsQcM,"27.0476732,-80.1396884",Eaglewood HOA,Hobe Sound,Florida,US,2024-02-11T05:00:00.000Z
7EpdZoCDXz,"41.9580358,-88.0394051",Eaglewood Resort & Spa,Itasca,Illinois,US,2024-02-11T05:00:00.000Z
Vrn1ytOKDD,"41.5894899,-88.9176184",Earlville Country Club,Earlville,Illinois,US,2024-02-11T05:00:00.000Z
AvAKOlTSty,"35.3519648,-97.5817358",Earlywine Golf Course,Oklahoma City,Oklahoma,US,2024-02-11T05:00:00.000Z
kR8STtLhV0,"42.7849457,-78.6089762",East Aurora Country Club,East Aurora,New York,US,2024-02-11T05:00:00.000Z
7vcHnu4DHf,"27.90937439,-82.7674085",East Bay Golf Club,Largo,Florida,US,2024-02-11T05:00:00.000Z
pG4rta7sl9,"41.7906303,-72.5937865",East Hartford Golf Club,East Hartford,Connecticut,US,2024-02-11T05:00:00.000Z
Is8tOyN2zw,"33.74338559,-84.3027614",East Lake Golf Club,Atlanta,Georgia,US,2024-02-11T05:00:00.000Z
BcwLH5P1ks,"42.1574897,-72.6972885",East Mountain Country Club,Westfield,Massachusetts,US,2024-02-11T05:00:00.000Z
kRbDGWx6PU,"41.5240182,-73.0099968",East Mountain Golf Course,Waterbury,Connecticut,US,2024-02-11T05:00:00.000Z
JvYWADTtIw,"40.7541618,-74.3432006",East Orange Golf Course,Millburn,New Jersey,US,2024-02-11T05:00:00.000Z
le76ilg1Lh,"38.8746139,-77.0268028",East Potomac Golf Links,Washington,District of Columbia,US,2024-02-11T05:00:00.000Z
q2uJHEIeOl,"29.6146416,-98.477589",East Sonterra Boulevard,San Antonio,Texas,US,2024-02-11T05:00:00.000Z
BGBhY2a4qF,"32.876344,-96.60086",Eastern Hills Country Club,Garland,Texas,US,2024-02-11T05:00:00.000Z
flmFkfecKz,"42.3329714,-85.5135578",Eastern Hills Golf Course,Kalamazoo,Michigan,US,2024-02-11T05:00:00.000Z
YdDOa6sbIP,"37.6579514,-75.8254724",Eastern Shore Yacht & Country Club,Melfa,Virginia,US,2024-02-11T05:00:00.000Z
gy6VKqETxp,"36.4878796,-87.1653695",Eastland Green Golf Course,Clarksville,Tennessee,US,2024-02-11T05:00:00.000Z
I7ySwMxOhY,"39.45931619,-74.9518051",Eastlyn Golf Course & The Greenview Inn,Vineland,New Jersey,US,2024-02-11T05:00:00.000Z
hHee6wWURv,"43.4986872,-72.1182129",Eastman Golf Links,Grantham,New Hampshire,US,2024-02-11T05:00:00.000Z
qd8fzYmJrY,"45.4751889,-122.639253",Eastmoreland Golf Course,Portland,Oregon,US,2024-02-11T05:00:00.000Z
HqpFxsfMb9,"38.758623,-76.088983",Easton Club Drive,Easton,Maryland,US,2024-02-11T05:00:00.000Z
zHCWKshz7e,"42.0225369,-71.0810604",Easton Country Club,Easton,Massachusetts,US,2024-02-11T05:00:00.000Z
KuwYzjIhSl,"26.8770931,-80.1350069",Eastpointe Country Club,Palm Beach Gardens,Florida,US,2024-02-11T05:00:00.000Z
OOjmBAVHtb,"41.71720219,-69.9826558",Eastward Ho!,Chatham,Massachusetts,US,2024-02-11T05:00:00.000Z
7J6EaMMIWr,"44.007598,-92.407592",Eastwood Golf Course,Rochester,Minnesota,US,2024-02-11T05:00:00.000Z
PxSAT9FX7v,"26.6188719,-81.8210699",Eastwood Golf Course,Fort Myers,Florida,US,2024-02-11T05:00:00.000Z
ZzIKoeqFxz,"34.1684226,-118.079101",Eaton Canyon Golf Course,Pasadena,California,US,2024-02-11T05:00:00.000Z
sajKopdjqL,"40.54929999,-104.697499",Eaton Country Club,Eaton,Colorado,US,2024-02-11T05:00:00.000Z
mPOR0F4H6R,"44.8140588,-91.4607755",Eau Claire Golf & Country Club,Altoona,Wisconsin,US,2024-02-11T05:00:00.000Z
xvGgzlC8xg,"40.4903124,-78.7032263",Ebensburg Country Club,Ebensburg,Pennsylvania,US,2024-02-11T05:00:00.000Z
mTSH2EbVzP,"41.6691948,-86.1589394",Eberhart-Petro Municipal Golf Course,Mishawaka,Indiana,US,2024-02-11T05:00:00.000Z
DZhhsRRiSc,"34.1908785,-84.3017005",Echelon Golf Club,Alpharetta,Georgia,US,2024-02-11T05:00:00.000Z
qCO48xmi10,"45.7432212,-119.187744",Echo City Golf Course,Echo,Oregon,US,2024-02-11T05:00:00.000Z
NXKqM8AJQ3,"47.8116299,-122.069672",Echo Falls Golf Club,Snohomish,Washington,US,2024-02-11T05:00:00.000Z
1wPjr9l5Ai,"34.1629487,-77.9205424",Echo Farms,Wilmington,North Carolina,US,2024-02-11T05:00:00.000Z
H4pw4TgcVf,"40.16533839,-84.2752217",Echo Hills Golf Club,Piqua,Ohio,US,2024-02-11T05:00:00.000Z
xEkCs2Olmz,"33.72474289,-116.96603","Echo Hills Golf Course, Valley-Wide Recreation and Park District",Hemet,California,US,2024-02-11T05:00:00.000Z
WClLCnGkKC,"33.66937689,-112.358859",Echo Mesa Golf Course,Sun City West,Arizona,US,2024-02-11T05:00:00.000Z
F6cc2Z9nKD,"41.1776161,-82.2691344",Echo Valley Golf Club,Wellington,Ohio,US,2024-02-11T05:00:00.000Z
2K3eVIfqV1,"39.760189,-75.5868376",Ed Oliver Golf Club,Wilmington,Delaware,US,2024-02-11T05:00:00.000Z
68RgUDPqAM,"42.79496299,-89.5974749",Edelweiss Chalet Country Club,New Glarus,Wisconsin,US,2024-02-11T05:00:00.000Z
KM1j8sOZ2F,"42.59945289,-78.8348312",Eden Valley Golf Course,Eden,New York,US,2024-02-11T05:00:00.000Z
CTp8eaaj5w,"41.3962516,-70.5254286",Edgartown Golf Club,Edgartown,Massachusetts,US,2024-02-11T05:00:00.000Z
vRAekN9dTN,"41.9973418,-87.7621724",Edgebrook,Chicago,Illinois,US,2024-02-11T05:00:00.000Z
m3xFma81l0,"44.2881326,-96.7636112",Edgebrook Golf Course,Brookings,South Dakota,US,2024-02-11T05:00:00.000Z
xKJ0nP8goL,"41.4827982,-81.7595602",Edgewater,Cleveland,Ohio,US,2024-02-11T05:00:00.000Z
K1XSz6tmqX,"45.49162649,-89.6804545",Edgewater Country Club,Tomahawk,Wisconsin,US,2024-02-11T05:00:00.000Z
kBSSoznKVZ,"34.6374431,-80.8673867",Edgewater Golf Club,Lancaster,South Carolina,US,2024-02-11T05:00:00.000Z
IvM8USVQix,"43.3385505,-87.9532928",Edgewater Golf Club,Grafton,Wisconsin,US,2024-02-11T05:00:00.000Z
Hjdank9LvS,"41.0353195,-75.9676989",Edgewood,Drums,Pennsylvania,US,2024-02-11T05:00:00.000Z
n9iFADZD16,"40.4344059,-79.8337399",Edgewood Country Club,Pittsburgh,Pennsylvania,US,2024-02-11T05:00:00.000Z
RudOUGqEjJ,"41.01228839,-74.0111654",Edgewood Country Club,River Vale,New Jersey,US,2024-02-11T05:00:00.000Z
3YhtJOVPK2,"38.3766506,-81.6394959",Edgewood Country Club,Charleston,West Virginia,US,2024-02-11T05:00:00.000Z
EU5gKYw7wa,"40.88095999,-81.3593763",Edgewood Golf Club,Canton,Ohio,US,2024-02-11T05:00:00.000Z
Jq5WR0YqBL,"39.5590045,-89.7445035",Edgewood Golf Club,Auburn,Illinois,US,2024-02-11T05:00:00.000Z
0rkMst5ciz,"42.8622283,-88.2269209",Edgewood Golf Course,Big Bend,Wisconsin,US,2024-02-11T05:00:00.000Z
2AwoI3sXDI,"42.04115669,-72.7691116",Edgewood Golf Course,Southwick,Massachusetts,US,2024-02-11T05:00:00.000Z
KfKflrFDzD,"46.9280585,-96.7672365",Edgewood Golf Course Pro Shop,Fargo,North Dakota,US,2024-02-11T05:00:00.000Z
JE2y2SRzuu,"38.9651286,-119.947696",Edgewood Tahoe Resort,Stateline,Nevada,US,2024-02-11T05:00:00.000Z
FoTNIQhhXd,"41.75472219,-87.888611",Edgewood Valley Country Club,Burr Ridge,Illinois,US,2024-02-11T05:00:00.000Z
Fg47ZEsBC4,"44.91076719,-93.3395293",Edina Country Club,Edina,Minnesota,US,2024-02-11T05:00:00.000Z
gnlzprstO2,"45.11226629,-93.326914",Edinburgh Golf Course,Brooklyn Park,Minnesota,US,2024-02-11T05:00:00.000Z
FhIwu6Nhke,"41.18238059,-85.3107986",Eel River Golf Course,Churubusco,Indiana,US,2024-02-11T05:00:00.000Z
qalPuJ6Muz,"39.101583,-88.602582",Effingham Country Club,Effingham,Illinois,US,2024-02-11T05:00:00.000Z
Y7lMAR6LXD,"30.5277219,-86.4910912",Eglin Golf Course,Niceville,Florida,US,2024-02-11T05:00:00.000Z
Iu3tuUlhCC,"35.8324113,-83.9513209",Egwani Farms Golf Course,Rockford,Tennessee,US,2024-02-11T05:00:00.000Z
XUM6qMMWnm,"43.0132708,-85.4947859",Egypt Valley Country Club,Ada,Michigan,US,2024-02-11T05:00:00.000Z
i1llQIP5F4,"39.00598069,-104.859025",Eisenhower Golf Course,Air Force Academy,Colorado,US,2024-02-11T05:00:00.000Z
MsC5uCieA6,"33.3834829,-82.1447017",Eisenhower Lakes Golf Club,Augusta,Georgia,US,2024-02-11T05:00:00.000Z
C5FU2cTY52,"40.7336593,-73.5723843",Eisenhower Park Golf Courses,Westbury,New York,US,2024-02-11T05:00:00.000Z
g0oDGC2OJP,"26.04055559,-97.5486111",El Angel 9 Hole Course,Rancho Viejo,Texas,US,2024-02-11T05:00:00.000Z
IrurJA5U9v,"34.1601064,-118.532845",El Caballero Country Club,Los Angeles,California,US,2024-02-11T05:00:00.000Z
eVOZDUAoCf,"33.18475379,-117.323169",El Camino Country Club,Oceanside,California,US,2024-02-11T05:00:00.000Z
QmW7ekU6b9,"34.3142013,-118.415763",El Cariso Golf Course,Los Angeles,California,US,2024-02-11T05:00:00.000Z
6O2YcaEygm,"32.2278946,-110.918124",El Conquistador,Tucson,Arizona,US,2024-02-11T05:00:00.000Z
nds96cXpLa,"28.9472883,-81.983879",El Diablo Executive Golf Course,The Villages,Florida,US,2024-02-11T05:00:00.000Z
rsDSIHXMjI,"33.5224221,-112.139668",El Dorado,Phoenix,Arizona,US,2024-02-11T05:00:00.000Z
rTUx2ElSQM,"33.24014779,-92.6622608",El Dorado Country Club,El Dorado,Arkansas,US,2024-02-11T05:00:00.000Z
zCNdJnGnOH,"33.7981669,-118.098094",El Dorado Park Golf Course,Long Beach,California,US,2024-02-11T05:00:00.000Z
i0ZZM1qtxs,"38.5432875,-121.688191",El Macero,El Macero,California,US,2024-02-11T05:00:00.000Z
46fmihZGIH,"41.2336901,-111.945311",El Monte Golf Course,Ogden,Utah,US,2024-02-11T05:00:00.000Z
E7zGCA26KG,"33.511531,-117.716015",El Niguel Country Club,Laguna Niguel,California,US,2024-02-11T05:00:00.000Z
PtzyC99aQC,"40.6798842,-88.9922567",El Paso Golf Club,El Paso,Illinois,US,2024-02-11T05:00:00.000Z
gLUDfeV3Hr,"33.948522,-117.661965",El Prado Golf Courses,Chino,California,US,2024-02-11T05:00:00.000Z
1B8ujDP8LK,"34.1518738,-117.385455",El Rancho Verde Country Club (Closed),Rialto,California,US,2024-02-11T05:00:00.000Z
JEEQXApXFG,"34.960907,-114.594724",El Rio Golf Club,Mohave Valley,Arizona,US,2024-02-11T05:00:00.000Z
xNduTlGv51,"26.6522406,-81.9099555",El Rio Golf Club,North Fort Myers,Florida,US,2024-02-11T05:00:00.000Z
cGlNeX58q2,"32.23588319,-110.997256",El Rio Golf Course,Tucson,Arizona,US,2024-02-11T05:00:00.000Z
e0e5dQERDL,"28.948703,-81.987449",El Santiago Executive Golf Course,The Villages,Florida,US,2024-02-11T05:00:00.000Z
IRD2HxlBOX,"46.89638749,-96.7816568",El Zagal Shrine Fargo,Fargo,North Dakota,US,2024-02-11T05:00:00.000Z
DKsw1Qf2P1,"41.74648759,-86.3827037",Elbel Park Golf Course,South Bend,Indiana,US,2024-02-11T05:00:00.000Z
UAfpsUS9Zf,"41.6700495,-85.8513559",Elcona Country Club,Bristol,Indiana,US,2024-02-11T05:00:00.000Z
eYNY3CFavP,"38.3298875,-92.5922253",Eldon Golf Club,Eldon,Missouri,US,2024-02-11T05:00:00.000Z
bAztlbn6CG,"33.711859,-116.339385",Eldorado Country Club,Indian Wells,California,US,2024-02-11T05:00:00.000Z
NZFwovASGI,"33.177529,-96.651088",Eldorado Country Club,McKinney,Texas,US,2024-02-11T05:00:00.000Z
wK1q0Z7mTC,"35.253845,-112.227758",Elephant Rocks Golf Course,Williams,Arizona,US,2024-02-11T05:00:00.000Z
MTcXHDo1cv,"42.030403,-88.3465097",Elgin Country Club,Elgin,Illinois,US,2024-02-11T05:00:00.000Z
fMYuRdkAhu,"36.8184519,-76.3990724",Elizabeth Manor Golf & Country Club,Portsmouth,Virginia,US,2024-02-11T05:00:00.000Z
rhqj55Sm2k,"36.3185941,-82.2674646",Elizabethton Golf Course,Elizabethton,Tennessee,US,2024-02-11T05:00:00.000Z
0L71sm1A43,"37.6430587,-85.8188323",Elizabethtown Country Club,Elizabethtown,Kentucky,US,2024-02-11T05:00:00.000Z
yUBJYpg0il,"44.8955578,-85.4164605",Elk Rapids,Elk Rapids,Michigan,US,2024-02-11T05:00:00.000Z
4WXo0I65YS,"44.9022483,-85.390457",Elk Rapids Golf Club,Elk Rapids,Michigan,US,2024-02-11T05:00:00.000Z
0k5h9L0GBa,"45.7268447,-121.802383",Elk Ridge Golf Course,Carson,Washington,US,2024-02-11T05:00:00.000Z
rLYRwUJaaY,"45.33432699,-93.601806",Elk River Golf Club,Elk River,Minnesota,US,2024-02-11T05:00:00.000Z
ba6jUx1eM7,"38.3162956,-85.7319792",Elk Run Golf Club,Jeffersonville,Indiana,US,2024-02-11T05:00:00.000Z
U7aqfPGJ5y,"41.9823875,-80.2119216",Elk Valley Golf Course,Girard,Pennsylvania,US,2024-02-11T05:00:00.000Z
DIeJwXOArn,"42.2039085,-78.7529904",Elkdale Country Club,Salamanca,New York,US,2024-02-11T05:00:00.000Z
oHtZLfpZEv,"38.05180149,-121.327185",Elkhorn Golf Club,Stockton,California,US,2024-02-11T05:00:00.000Z
MtHBLhYe0L,"43.6777381,-114.331619",Elkhorn Golf Club,Sun Valley,Idaho,US,2024-02-11T05:00:00.000Z
ZFO3pr8gw0,"44.481942,-103.73085",Elkhorn Ridge Golf Club,Spearfish,South Dakota,US,2024-02-11T05:00:00.000Z
aDc0gGHtu6,"41.2690694,-96.2270563",Elkhorn Ridge Golf Course,Omaha,Nebraska,US,2024-02-11T05:00:00.000Z
BjkXWza9EB,"44.8021434,-122.416395",Elkhorn Valley Golf Course,Lyons,Oregon,US,2024-02-11T05:00:00.000Z
npp3U7qgFr,"34.3703617,-118.910328",Elkins Ranch Golf Course,Fillmore,California,US,2024-02-11T05:00:00.000Z
YUCCLcWbGz,"39.3744558,-76.6286451",Elkridge Country Club,Baltimore,Maryland,US,2024-02-11T05:00:00.000Z
ak9IBJmC5j,"41.477075,-97.391824",Elks Country Club,Columbus,Nebraska,US,2024-02-11T05:00:00.000Z
Z3o8QOCxic,"38.80867759,-83.0187682",Elks Country Club,McDermott,Ohio,US,2024-02-11T05:00:00.000Z
hA0ycoShul,"35.3710594,-96.9693298",Elks Lodge,Shawnee,Oklahoma,US,2024-02-11T05:00:00.000Z
CbvwCsgO5o,"39.454374,-83.7840611",Elks Lodge,Wilmington,Ohio,US,2024-02-11T05:00:00.000Z
yWObFZUZuX,"44.1982231,-72.5007246",Elks Lodge,Barre,Vermont,US,2024-02-11T05:00:00.000Z
bRHzwbMUZY,"39.05941149,-84.1659349",Elks Run Golf Course,Batavia,Ohio,US,2024-02-11T05:00:00.000Z
VgJ7DNG9oH,"42.2172462,-84.4203186",Ella Sharp Park Golf Course,Jackson,Michigan,US,2024-02-11T05:00:00.000Z
tKmITAHwU2,"29.63241369,-90.8047432",Ellendale Country Club,Houma,Louisiana,US,2024-02-11T05:00:00.000Z
grDCK1vkXB,"45.9484634,-98.5263899",Ellendale Country Club,Ellendale,North Dakota,US,2024-02-11T05:00:00.000Z
U5ZnMWGNSZ,"47.0191695,-120.628374",Ellensburg Golf & Country Club,Ellensburg,Washington,US,2024-02-11T05:00:00.000Z
3xesUWaxP1,"41.8825912,-72.5000151",Ellington Ridge Country Club,Ellington,Connecticut,US,2024-02-11T05:00:00.000Z
ovIKO7RibL,"42.56273849,-72.2186014",Ellinwood Country Club,Athol,Massachusetts,US,2024-02-11T05:00:00.000Z
fBYhnsb4MW,"40.46475609,-88.2722728",Elliott,Elliott,Illinois,US,2024-02-11T05:00:00.000Z
RNmyVnzFqE,"41.9981152,-91.6911042",Ellis Golf Course,Cedar Rapids,Iowa,US,2024-02-11T05:00:00.000Z
NFzq0s4L52,"41.2223701,-81.4543991",Ellsworth Meadows Golf Club,Hudson,Ohio,US,2024-02-11T05:00:00.000Z
McssfyAAGq,"45.1393085,-93.438791",Elm Creek Park Reserve - Disc Golf Course,Maple Grove,Minnesota,US,2024-02-11T05:00:00.000Z
NEVrxbgJaX,"33.4887161,-88.5500029",Elm Lake Golf Course,Columbus,Mississippi,US,2024-02-11T05:00:00.000Z
GEkKeFPW1N,"42.5459632,-76.2568817",Elm Tree Golf Course,Cortland,New York,US,2024-02-11T05:00:00.000Z
1kZdgktBcG,"44.7118034,-85.5699844",Elmbrook Golf Course,Traverse City,Michigan,US,2024-02-11T05:00:00.000Z
USfhFFhZoT,"42.0163319,-91.6498843",Elmcrest Country Club,Cedar Rapids,Iowa,US,2024-02-11T05:00:00.000Z
0Ajezgpjnn,"42.036403,-72.4746299",Elmcrest Country Club,East Longmeadow,Massachusetts,US,2024-02-11T05:00:00.000Z
8n3Jf1ZQQu,"41.3524713,-75.5487943",Elmhurst Country Club,Moscow,Pennsylvania,US,2024-02-11T05:00:00.000Z
FtT9FUcH4M,"42.082442,-76.8487658",Elmira Country Club,Elmira,New York,US,2024-02-11T05:00:00.000Z
gc7TZtvo72,"41.3939466,-71.8616092",Elmridge Golf Course,Stonington,Connecticut,US,2024-02-11T05:00:00.000Z
o6DK6JkOFS,"41.24914709,-96.0085196",Elmwood 18 Hole Golf Course,Omaha,Nebraska,US,2024-02-11T05:00:00.000Z
4gstzaQvjL,"41.03600499,-73.826859",Elmwood Country Club,White Plains,New York,US,2024-02-11T05:00:00.000Z
LSrNdWioja,"38.257787,-104.65546",Elmwood Golf Course,Pueblo,Colorado,US,2024-02-11T05:00:00.000Z
GREWirvajT,"43.566358,-96.7614651",Elmwood Golf Course,Sioux Falls,South Dakota,US,2024-02-11T05:00:00.000Z
nJQURXNIE8,"40.25373289,-85.8465289",Elwood Golf Links,Elwood,Indiana,US,2024-02-11T05:00:00.000Z
OJZIniGYQV,"47.8936043,-91.8676976",Ely Golf Course,Ely,Minnesota,US,2024-02-11T05:00:00.000Z
NWzJgZdXJP,"41.329076,-82.128766",Elyria Country Club,Elyria,Ohio,US,2024-02-11T05:00:00.000Z
Qz6B4FwLBg,"32.66457,-97.2479497",Embassy Drive,Forest Hill,Texas,US,2024-02-11T05:00:00.000Z
6vzBZxYp6l,"41.54524809,-90.6408823",Emeis Golf Course,Davenport,Iowa,US,2024-02-11T05:00:00.000Z
vHuDrgJl7g,"32.1558448,-95.4354516",Emerald Bay Club,Bullard,Texas,US,2024-02-11T05:00:00.000Z
Bt4uVFPKwx,"30.39167249,-86.3990001",Emerald Bay Golf Club,Destin,Florida,US,2024-02-11T05:00:00.000Z
1HSP7CIIF5,"34.224163,-114.190765",Emerald Canyon Golf Course,Parker,Arizona,US,2024-02-11T05:00:00.000Z
zA0bsTMCUi,"43.35999909,-76.2870398",Emerald Crest Golf Course,Fulton,New York,US,2024-02-11T05:00:00.000Z
XFaUbuEjMa,"36.0717792,-95.6356907",Emerald Falls,Broken Arrow,Oklahoma,US,2024-02-11T05:00:00.000Z
FwrBsuDrDB,"35.1108493,-77.1123731",Emerald Golf Club,New Bern,North Carolina,US,2024-02-11T05:00:00.000Z
EEHrlqHC8K,"44.3570251,-75.4370574",Emerald Greens Golf Course,Gouverneur,New York,US,2024-02-11T05:00:00.000Z
S121GQMACS,"39.7056122,-104.877536",Emerald Greens Golf Course,Denver,Colorado,US,2024-02-11T05:00:00.000Z
Ycio1dfbVQ,"38.8005202,-90.1888792",Emerald Greens Golf Course,St. Louis,Missouri,US,2024-02-11T05:00:00.000Z
Q65uDA062B,"44.7370211,-92.9670484",Emerald Greens Golf Course,Hastings,Minnesota,US,2024-02-11T05:00:00.000Z
2gvByaA98e,"28.0745267,-82.5124739",Emerald Greens Hotel Condo Resort,Tampa,Florida,US,2024-02-11T05:00:00.000Z
DyLxjsHokE,"43.10708169,-88.1480472",Emerald Hills,Menomonee Falls,Wisconsin,US,2024-02-11T05:00:00.000Z
Wn9PIo810U,"40.86647579,-93.1485249",Emerald Hills Events,Promise City,Iowa,US,2024-02-11T05:00:00.000Z
El1kltIE8Y,"37.4541535,-122.264681",Emerald Hills Golf Course,Emerald Hills,California,US,2024-02-11T05:00:00.000Z
FGKgL6iDi1,"42.2562183,-84.9644822",Emerald Hills Golf Course & Tavern,Marshall,Michigan,US,2024-02-09T00:00:00.000Z
ALcTuEKA0L,"33.21510689,-117.331535",Emerald Isle Golf Course,Oceanside,California,US,2024-02-11T05:00:00.000Z
SmxEMZ8la7,"35.1400786,-80.6119461",Emerald Lake Golf Club,Matthews,North Carolina,US,2024-02-11T05:00:00.000Z
vplgqEZsAf,"32.4633422,-86.1039057",Emerald Mountain,Emerald Mountain,Alabama,US,2024-02-11T05:00:00.000Z
IkZbLN8fdn,"44.4115676,-85.4409255",Emerald Vale Golf Club,Manton,Michigan,US,2024-02-11T05:00:00.000Z
pj7fJVniag,"43.925677,-123.000542",Emerald Valley Golf Club,Creswell,Oregon,US,2024-02-11T05:00:00.000Z
FTcs8rYPHv,"40.9707609,-74.0234533",Emerson Golf Club,Emerson,New Jersey,US,2024-02-11T05:00:00.000Z
lWc2J9Bew2,"36.77252019,-81.8292496",Emory & Henry College,Emory,Virginia,US,2024-02-11T05:00:00.000Z
tbLdHI7B6K,"34.0838792,-117.564395",Empire Lakes Golf Course,Rancho Cucamonga,California,US,2024-02-11T05:00:00.000Z
mhAFKitfEI,"38.68773549,-121.109503",Empire Ranch Golf Club,Folsom,California,US,2024-02-11T05:00:00.000Z
CaFyBM2Yws,"39.1770786,-119.714411",Empire Ranch Golf Course and Event Venue,Carson City,Nevada,US,2024-02-11T05:00:00.000Z
GIA3bkEKXO,"38.32240309,-96.1877007",Emporia Golf Course,Emporia,Kansas,US,2024-02-11T05:00:00.000Z
tL6aeoGBnS,"42.09207509,-76.0803964",En-Joie Golf Club,Endicott,New York,US,2024-02-11T05:00:00.000Z
VqaRiC7fKk,"32.6400337,-116.958106",Enagic Golf Club at Eastlake,Chula Vista,California,US,2024-02-11T05:00:00.000Z
bHc7J5XVxp,"33.8451778,-118.357697","Enagic USA, Inc.",Torrance,California,US,2024-02-11T05:00:00.000Z
cw15xplruD,"33.2104888,-111.555773",Encanterra,Queen Creek,Arizona,US,2024-02-11T05:00:00.000Z
W2X0Nkmeyo,"33.4783948,-112.090998",Encanto 18,Phoenix,Arizona,US,2024-02-11T05:00:00.000Z
hNsTqGEEym,"33.068519,-117.276725",Encinitas Ranch Golf Course,Encinitas,California,US,2024-02-11T05:00:00.000Z
EvW9klXyHy,"34.1711075,-118.49806",Encino Golf Course,Los Angeles,California,US,2024-02-11T05:00:00.000Z
fSOyNZP13y,"28.6380102,-81.7874657",Encore Clerbrook RV & Golf Resort,Clermont,Florida,US,2024-02-11T05:00:00.000Z
Sqpz7Tw8OG,"42.14617289,-76.0146716",Endwell Greens Golf Course and Event Center,Endwell,New York,US,2024-02-11T05:00:00.000Z
pEBDsIp5kv,"46.7765716,-92.1310003",Enger Park Golf Course,Duluth,Minnesota,US,2024-02-11T05:00:00.000Z
4vGm6CHJGj,"40.8205794,-73.6417639",Engineers Country Club,Roslyn,New York,US,2024-02-11T05:00:00.000Z
4H1SOzi2lK,"29.87560419,-89.963476",English Turn,Carlisle,Louisiana,US,2024-02-11T05:00:00.000Z
tMmu9QfKY1,"44.9125952,-72.8017204",Enosburg Falls Country Club,Enosburg,Vermont,US,2024-02-11T05:00:00.000Z
DZi56Tm88q,"38.9289732,-76.8143056",Enterprise Golf Course,Mitchellville,Maryland,US,2024-02-11T05:00:00.000Z
VmvGCpYGzT,"37.1547611,-113.637481",Entrada At Snow Canyon Country Club,St. George,Utah,US,2024-02-11T05:00:00.000Z
MaREj5qNLw,"47.19550119,-121.958574",Enumclaw Golf Course,Enumclaw,Washington,US,2024-02-11T05:00:00.000Z
DruNIjQxwz,"42.0546182,-80.1188591",Erie Golf Club,Erie,Pennsylvania,US,2024-02-11T05:00:00.000Z
bEODbm4AAz,"41.8409434,-81.0259064",Erie Shores Golf Course,Madison,Ohio,US,2024-02-11T05:00:00.000Z
BkpjDO9kBX,"43.2458853,-88.3985043",Erin Hills Golf Course,Hartford,Wisconsin,US,2024-02-11T05:00:00.000Z
26otCVx4yA,"28.69261299,-81.5327983",Errol Estates,Apopka,Florida,US,2024-02-11T05:00:00.000Z
Nm0YHYORQy,"40.1891555,-85.3875271",Erskine Green Training Institute,Muncie,Indiana,US,2024-02-11T05:00:00.000Z
femtpNWkBj,"37.8074455,-120.997367",Escalon Golf Course,Escalon,California,US,2024-02-11T05:00:00.000Z
lQL0pr1vfj,"33.838673,-116.496334",Escena Golf Club,Palm Springs,California,US,2024-02-11T05:00:00.000Z
7DMlQqi6Y0,"33.157347,-117.124448",Escondido Country Club,Escondido,California,US,2024-02-11T05:00:00.000Z
pw1MIHBupN,"47.6894229,-117.351475",Esmeralda Golf Course,Spokane,Washington,US,2024-02-11T05:00:00.000Z
5F9xXAK1uV,"26.28924559,-81.6997375",Esplanade Golf & Country Club of Naples,Naples,Florida,US,2024-02-11T05:00:00.000Z
r7Usby86CH,"27.4550399,-82.4132461",Esplanade Golf and Country Club at Lakewood Ranch (Members Only),Lakewood Ranch,Florida,US,2024-02-11T05:00:00.000Z
hcPRGpFsMI,"38.367581,-82.2663501",Esquire Golf Course,Barboursville,West Virginia,US,2024-02-11T05:00:00.000Z
YHoaTYMbat,"40.7865524,-74.2631759",Essex County Country Club,West Orange,New Jersey,US,2024-02-11T05:00:00.000Z
dxYdiGDg7s,"40.81837309,-74.2773979",Essex Fells Country Club,Essex Fells,New Jersey,US,2024-02-11T05:00:00.000Z
